ID,DataRow ID,Label,External ID,Dataset Name,class
cjriqq2d008vp0898ctyzlqa4,cjripqhv5ddhs0anvwxq5ispw,"{""Person"":[{""geometry"":[{""x"":37,""y"":169},{""x"":37,""y"":197},{""x"":51,""y"":197},{""x"":51,""y"":169}]},{""geometry"":[{""x"":27,""y"":211},{""x"":27,""y"":235},{""x"":44,""y"":235},{""x"":44,""y"":211}]},{""geometry"":[{""x"":106,""y"":156},{""x"":106,""y"":188},{""x"":124,""y"":188},{""x"":124,""y"":156}]},{""geometry"":[{""x"":201,""y"":114},{""x"":201,""y"":141},{""x"":216,""y"":141},{""x"":216,""y"":114}]}],""image_problems"":[""blur"",""saturated""]}",img_00017.bmp,p03,pedestrian
cjriqqr6p07z50b47e076mm1d,cjripqhv5ddhw0anvnhckoutv,"{""Person"":[{""geometry"":[{""x"":9,""y"":169},{""x"":9,""y"":199},{""x"":26,""y"":199},{""x"":26,""y"":169}]},{""geometry"":[{""x"":77,""y"":165},{""x"":77,""y"":193},{""x"":93,""y"":193},{""x"":93,""y"":165}]},{""geometry"":[{""x"":28,""y"":210},{""x"":28,""y"":234},{""x"":45,""y"":234},{""x"":45,""y"":210}]},{""geometry"":[{""x"":185,""y"":123},{""x"":185,""y"":150},{""x"":197,""y"":150},{""x"":197,""y"":123}]}]}",img_00018.bmp,p03,pedestrian
cjriqr0a508kt0b47gx0t4r7c,cjripqhv5ddi00anvkmkjgyop,Skip,img_00019.bmp,p03,pedestrian
cjriqsxy50dcg0b473ttqpzgu,cjripqhv5ddi40anvvzaaphy3,"{""Person"":[{""geometry"":[{""x"":10,""y"":10},{""x"":10,""y"":35},{""x"":23,""y"":35},{""x"":23,""y"":10}]},{""geometry"":[{""x"":26,""y"":171},{""x"":26,""y"":200},{""x"":41,""y"":200},{""x"":41,""y"":171}]},{""geometry"":[{""x"":26,""y"":211},{""x"":26,""y"":234},{""x"":45,""y"":234},{""x"":45,""y"":211}]},{""geometry"":[{""x"":248,""y"":36},{""x"":248,""y"":61},{""x"":263,""y"":61},{""x"":263,""y"":36}]},{""geometry"":[{""x"":317,""y"":62},{""x"":317,""y"":90},{""x"":334,""y"":90},{""x"":334,""y"":62}]},{""geometry"":[{""x"":242,""y"":160},{""x"":242,""y"":189},{""x"":258,""y"":189},{""x"":258,""y"":160}]},{""geometry"":[{""x"":321,""y"":151},{""x"":321,""y"":180},{""x"":338,""y"":180},{""x"":338,""y"":151}]}],""image_problems"":[""blur"",""saturated""]}",img_00020.bmp,p03,pedestrian
cjriqwpxz0nx80898o3m2huy4,cjripqhv5ddi80anvv04ovhvq,"{""Person"":[{""geometry"":[{""x"":9,""y"":13},{""x"":9,""y"":40},{""x"":23,""y"":40},{""x"":23,""y"":13}]},{""geometry"":[{""x"":11,""y"":171},{""x"":11,""y"":199},{""x"":28,""y"":199},{""x"":28,""y"":171}]},{""geometry"":[{""x"":29,""y"":210},{""x"":29,""y"":234},{""x"":45,""y"":234},{""x"":45,""y"":210}]},{""geometry"":[{""x"":244,""y"":39},{""x"":244,""y"":67},{""x"":259,""y"":67},{""x"":259,""y"":39}]},{""geometry"":[{""x"":309,""y"":66},{""x"":309,""y"":93},{""x"":324,""y"":93},{""x"":324,""y"":66}]},{""geometry"":[{""x"":229,""y"":158},{""x"":229,""y"":190},{""x"":244,""y"":190},{""x"":244,""y"":158}]},{""geometry"":[{""x"":307,""y"":150},{""x"":307,""y"":179},{""x"":324,""y"":179},{""x"":324,""y"":150}]}],""image_problems"":[""saturated"",""blur""]}",img_00021.bmp,p03,pedestrian
cjriqxqep0ptd0898qm4brvsz,cjripqhv5ddic0anvb3px0ftv,"{""Person"":[{""geometry"":[{""x"":10,""y"":31},{""x"":10,""y"":58},{""x"":26,""y"":58},{""x"":26,""y"":31}]},{""geometry"":[{""x"":28,""y"":211},{""x"":28,""y"":232},{""x"":44,""y"":232},{""x"":44,""y"":211}]},{""geometry"":[{""x"":122,""y"":190},{""x"":122,""y"":227},{""x"":137,""y"":227},{""x"":137,""y"":190}]},{""geometry"":[{""x"":151,""y"":161},{""x"":151,""y"":191},{""x"":171,""y"":191},{""x"":171,""y"":161}]},{""geometry"":[{""x"":229,""y"":62},{""x"":229,""y"":91},{""x"":243,""y"":91},{""x"":243,""y"":62}]},{""geometry"":[{""x"":271,""y"":80},{""x"":271,""y"":109},{""x"":286,""y"":109},{""x"":286,""y"":80}]},{""geometry"":[{""x"":240,""y"":156},{""x"":240,""y"":186},{""x"":257,""y"":186},{""x"":257,""y"":156}]},{""geometry"":[{""x"":281,""y"":33},{""x"":266,""y"":33},{""x"":266,""y"":6},{""x"":281,""y"":6}]}]}",img_00022.bmp,p03,pedestrian
cjriqz5is0s6t0b4725s9919b,cjripqhv5ddig0anvcwee709t,"{""Person"":[{""geometry"":[{""x"":28,""y"":19},{""x"":28,""y"":54},{""x"":42,""y"":54},{""x"":42,""y"":19}]},{""geometry"":[{""x"":114,""y"":208},{""x"":114,""y"":240},{""x"":127,""y"":240},{""x"":127,""y"":208}]},{""geometry"":[{""x"":135,""y"":156},{""x"":135,""y"":188},{""x"":147,""y"":188},{""x"":147,""y"":156}]},{""geometry"":[{""x"":155,""y"":158},{""x"":155,""y"":190},{""x"":170,""y"":190},{""x"":170,""y"":158}]},{""geometry"":[{""x"":184,""y"":139},{""x"":184,""y"":176},{""x"":197,""y"":176},{""x"":197,""y"":139}]},{""geometry"":[{""x"":219,""y"":105},{""x"":219,""y"":134},{""x"":233,""y"":134},{""x"":233,""y"":105}]},{""geometry"":[{""x"":223,""y"":76},{""x"":223,""y"":102},{""x"":234,""y"":102},{""x"":234,""y"":76}]},{""geometry"":[{""x"":244,""y"":40},{""x"":244,""y"":67},{""x"":256,""y"":67},{""x"":256,""y"":40}]},{""geometry"":[{""x"":34,""y"":199},{""x"":34,""y"":171},{""x"":13,""y"":171},{""x"":13,""y"":199}]}],""image_problems"":[""saturated"",""blur""]}",img_00023.bmp,p03,pedestrian
cjrk88trwlvty0b47vvyh76eu,cjrk80xkdfciw0anvsvvw2bei,"{""Person"":[{""geometry"":[{""x"":243,""y"":75},{""x"":243,""y"":106},{""x"":255,""y"":106},{""x"":255,""y"":75}]},{""geometry"":[{""x"":272,""y"":24},{""x"":272,""y"":51},{""x"":288,""y"":51},{""x"":288,""y"":24}]},{""geometry"":[{""x"":229,""y"":71},{""x"":229,""y"":102},{""x"":244,""y"":102},{""x"":244,""y"":71}]},{""geometry"":[{""x"":251,""y"":50},{""x"":251,""y"":71},{""x"":236,""y"":71},{""x"":236,""y"":50}]}]}",img_00001.bmp,p02,pedestrian
cjrk89ja9lxad0b47rlqufggv,cjrk80xkdfcj00anvdsas8x2x,"{""Person"":[{""geometry"":[{""x"":221,""y"":77},{""x"":221,""y"":103},{""x"":234,""y"":103},{""x"":234,""y"":77}]},{""geometry"":[{""x"":281,""y"":4},{""x"":281,""y"":29},{""x"":294,""y"":29},{""x"":294,""y"":4}]},{""geometry"":[{""x"":273,""y"":28},{""x"":273,""y"":2},{""x"":261,""y"":2},{""x"":261,""y"":28}]},{""geometry"":[{""x"":259,""y"":48},{""x"":259,""y"":77},{""x"":247,""y"":77},{""x"":247,""y"":48}]},{""geometry"":[{""x"":272,""y"":52},{""x"":272,""y"":78},{""x"":259,""y"":78},{""x"":259,""y"":52}]}]}",img_00002.bmp,p02,pedestrian
cjrk8awedm08d0b47le7ue2gr,cjrk80xkdfcj40anvectmfjsq,"{""Person"":[{""geometry"":[{""x"":18,""y"":182},{""x"":18,""y"":212},{""x"":6,""y"":212},{""x"":6,""y"":182}]},{""geometry"":[{""x"":232,""y"":83},{""x"":232,""y"":107},{""x"":217,""y"":107},{""x"":217,""y"":83}]},{""geometry"":[{""x"":271,""y"":5},{""x"":271,""y"":30},{""x"":260,""y"":30},{""x"":260,""y"":5}]},{""geometry"":[{""x"":296,""y"":1},{""x"":296,""y"":25},{""x"":281,""y"":25},{""x"":281,""y"":1}]},{""geometry"":[{""x"":265,""y"":41},{""x"":265,""y"":69},{""x"":252,""y"":69},{""x"":252,""y"":41}]},{""geometry"":[{""x"":276,""y"":46},{""x"":276,""y"":74},{""x"":262,""y"":74},{""x"":262,""y"":46}]}]}",img_00003.bmp,p02,pedestrian
cjrk8bpzum9mt0898klu16pd8,cjrk80xkdfcjc0anvvhsr09aw,"{""Person"":[{""geometry"":[{""x"":233,""y"":82},{""x"":233,""y"":112},{""x"":218,""y"":112},{""x"":218,""y"":82}]},{""geometry"":[{""x"":317,""y"":175},{""x"":317,""y"":205},{""x"":301,""y"":205},{""x"":301,""y"":175}]},{""geometry"":[{""x"":106,""y"":182},{""x"":106,""y"":153},{""x"":121,""y"":153},{""x"":121,""y"":182}]},{""geometry"":[{""x"":169,""y"":180},{""x"":169,""y"":212},{""x"":153,""y"":212},{""x"":153,""y"":180}]},{""geometry"":[{""x"":129,""y"":189},{""x"":129,""y"":219},{""x"":115,""y"":219},{""x"":115,""y"":189}]}]}",img_00005.bmp,p02,pedestrian
cjrk8cllymax00898i7te2vqf,cjrk80xkdfcj80anvuoro3vyl,"{""Person"":[{""geometry"":[{""x"":138,""y"":180},{""x"":138,""y"":207},{""x"":119,""y"":207},{""x"":119,""y"":180}]},{""geometry"":[{""x"":204,""y"":120},{""x"":204,""y"":148},{""x"":191,""y"":148},{""x"":191,""y"":120}]},{""geometry"":[{""x"":256,""y"":57},{""x"":256,""y"":32},{""x"":245,""y"":32},{""x"":245,""y"":57}]},{""geometry"":[{""x"":289,""y"":16},{""x"":289,""y"":43},{""x"":276,""y"":43},{""x"":276,""y"":16}]},{""geometry"":[{""x"":263,""y"":15},{""x"":263,""y"":41},{""x"":275,""y"":41},{""x"":275,""y"":15}]}]}",img_00004.bmp,p02,pedestrian
cjrk8djv9mey508986651cxgo,cjrk80xkdfcjg0anvs7ny9zgj,"{""Person"":[{""geometry"":[{""x"":115,""y"":233},{""x"":115,""y"":203},{""x"":100,""y"":203},{""x"":100,""y"":233}]},{""geometry"":[{""x"":133,""y"":173},{""x"":133,""y"":145},{""x"":151,""y"":145},{""x"":151,""y"":173}]},{""geometry"":[{""x"":225,""y"":92},{""x"":225,""y"":120},{""x"":211,""y"":120},{""x"":211,""y"":92}]},{""geometry"":[{""x"":181,""y"":170},{""x"":181,""y"":203},{""x"":166,""y"":203},{""x"":166,""y"":170}]},{""geometry"":[{""x"":342,""y"":201},{""x"":342,""y"":173},{""x"":330,""y"":173},{""x"":330,""y"":201}]}]}",img_00006.bmp,p02,pedestrian
cjrk8fb2qma6q0b47y6hwslza,cjrk80xkdfcjk0anvoloc9tsp,"{""Person"":[{""geometry"":[{""x"":187,""y"":120},{""x"":187,""y"":149},{""x"":173,""y"":149},{""x"":173,""y"":120}]},{""geometry"":[{""x"":209,""y"":168},{""x"":209,""y"":141},{""x"":196,""y"":141},{""x"":196,""y"":168}]},{""geometry"":[{""x"":207,""y"":119},{""x"":207,""y"":141},{""x"":190,""y"":141},{""x"":190,""y"":119}]}]}",img_00007.bmp,p02,pedestrian
cjrk8fw20mb8c0b47d4qrzazb,cjrk80xkdfcjo0anvmrgz5fgv,"{""Person"":[{""geometry"":[{""x"":170,""y"":130},{""x"":170,""y"":160},{""x"":156,""y"":160},{""x"":156,""y"":130}]},{""geometry"":[{""x"":219,""y"":128},{""x"":219,""y"":157},{""x"":205,""y"":157},{""x"":205,""y"":128}]},{""geometry"":[{""x"":217,""y"":105},{""x"":217,""y"":129},{""x"":202,""y"":129},{""x"":202,""y"":105}]}]}",img_00008.bmp,p02,pedestrian
cjrk8ge5hmk4h0898zj8yoebl,cjrk80xkefcjs0anvxjdys2z2,"{""Person"":[{""geometry"":[{""x"":154,""y"":141},{""x"":154,""y"":169},{""x"":141,""y"":169},{""x"":141,""y"":141}]},{""geometry"":[{""x"":225,""y"":119},{""x"":225,""y"":145},{""x"":211,""y"":145},{""x"":211,""y"":119}]},{""geometry"":[{""x"":226,""y"":95},{""x"":226,""y"":119},{""x"":214,""y"":119},{""x"":214,""y"":95}]}]}",img_00009.bmp,p02,pedestrian
cjrk8h7rume7h0b472cvx95xt,cjrk80xkefcjw0anvk7gwyqyb,"{""Person"":[{""geometry"":[{""x"":120,""y"":155},{""x"":120,""y"":184},{""x"":107,""y"":184},{""x"":107,""y"":155}]},{""geometry"":[{""x"":234,""y"":104},{""x"":234,""y"":130},{""x"":221,""y"":130},{""x"":221,""y"":104}]},{""geometry"":[{""x"":237,""y"":79},{""x"":237,""y"":102},{""x"":225,""y"":102},{""x"":225,""y"":79}]}]}",img_00010.bmp,p02,pedestrian
cjrk8hs4zmf7o0b47wf3phr5p,cjrk80xkefck00anvsel7xenw,"{""Person"":[{""geometry"":[{""x"":82,""y"":168},{""x"":82,""y"":198},{""x"":63,""y"":198},{""x"":63,""y"":168}]},{""geometry"":[{""x"":246,""y"":90},{""x"":246,""y"":117},{""x"":232,""y"":117},{""x"":232,""y"":90}]},{""geometry"":[{""x"":253,""y"":62},{""x"":253,""y"":87},{""x"":239,""y"":87},{""x"":239,""y"":62}]},{""geometry"":[{""x"":353,""y"":79},{""x"":353,""y"":106},{""x"":340,""y"":106},{""x"":340,""y"":79}]}]}",img_00011.bmp,p02,pedestrian
cjrk8ijxxmgx20b47fqgfq9v4,cjrk80xkefck40anvkjgai0ut,"{""Person"":[{""geometry"":[{""x"":21,""y"":183},{""x"":21,""y"":212},{""x"":6,""y"":212},{""x"":6,""y"":183}]},{""geometry"":[{""x"":282,""y"":22},{""x"":282,""y"":1},{""x"":266,""y"":1},{""x"":266,""y"":22}]},{""geometry"":[{""x"":269,""y"":66},{""x"":269,""y"":42},{""x"":257,""y"":42},{""x"":257,""y"":66}]},{""geometry"":[{""x"":260,""y"":73},{""x"":260,""y"":100},{""x"":245,""y"":100},{""x"":245,""y"":73}]},{""geometry"":[{""x"":307,""y"":116},{""x"":307,""y"":91},{""x"":294,""y"":91},{""x"":294,""y"":116}]}]}",img_00012.bmp,p02,pedestrian
cjrk8jjzomq6a08987tlrd7rz,cjrk80xkefck80anv8gwpnis5,"{""Person"":[{""geometry"":[{""x"":248,""y"":110},{""x"":248,""y"":138},{""x"":233,""y"":138},{""x"":233,""y"":110}]},{""geometry"":[{""x"":347,""y"":76},{""x"":347,""y"":99},{""x"":335,""y"":99},{""x"":335,""y"":76}]},{""geometry"":[{""x"":272,""y"":76},{""x"":272,""y"":53},{""x"":262,""y"":53},{""x"":262,""y"":76}]},{""geometry"":[{""x"":267,""y"":25},{""x"":267,""y"":45},{""x"":256,""y"":45},{""x"":256,""y"":25}]},{""geometry"":[{""x"":270,""y"":41},{""x"":270,""y"":19},{""x"":283,""y"":19},{""x"":283,""y"":41}]}]}",img_00013.bmp,p02,pedestrian
